INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch GCC as the compiler.
   Compiling(apcc) ../../../../EQFilter.c in debug mode
INFO: [HLS 200-10] Running 'd:/Xilinx/Vivado_HLS/2017.2/bin/unwrapped/win64.o/apcc.exe'
INFO: [HLS 200-10] For user 'Entvex' on host 'desktop-mbd2ksk' (Windows NT_amd64 version 6.2) on Tue Sep 25 09:22:15 +0200 2018
INFO: [HLS 200-10] In directory 'D:/Xilinx/Assignment_2/EQ_HLS/HLS/solution1/csim/build'
INFO: [APCC 202-3] Tmp directory is apcc_db
INFO: [APCC 202-1] APCC is done.
   Compiling(apcc) ../../../../EQTest.c in debug mode
INFO: [HLS 200-10] Running 'd:/Xilinx/Vivado_HLS/2017.2/bin/unwrapped/win64.o/apcc.exe'
INFO: [HLS 200-10] For user 'Entvex' on host 'desktop-mbd2ksk' (Windows NT_amd64 version 6.2) on Tue Sep 25 09:22:25 +0200 2018
INFO: [HLS 200-10] In directory 'D:/Xilinx/Assignment_2/EQ_HLS/HLS/solution1/csim/build'
INFO: [APCC 202-3] Tmp directory is apcc_db
INFO: [APCC 202-1] APCC is done.
   Compiling(apcc) ../../../../EQ.c in debug mode
INFO: [HLS 200-10] Running 'd:/Xilinx/Vivado_HLS/2017.2/bin/unwrapped/win64.o/apcc.exe'
INFO: [HLS 200-10] For user 'Entvex' on host 'desktop-mbd2ksk' (Windows NT_amd64 version 6.2) on Tue Sep 25 09:22:28 +0200 2018
INFO: [HLS 200-10] In directory 'D:/Xilinx/Assignment_2/EQ_HLS/HLS/solution1/csim/build'
INFO: [APCC 202-3] Tmp directory is apcc_db
INFO: [APCC 202-1] APCC is done.
   Generating csim.exe
9964 0 -133
9965 0 -130
9966 0 -129
9967 0 -128
9968 0 -122
9969 0 -119
9970 0 -116
9971 0 -110
9972 0 -107
9973 0 -105
9974 0 -100
9975 0 -99
9976 0 -99
9977 0 -97
9978 0 -100
9979 0 -102
9980 0 -103
9981 0 -109
9982 0 -112
9983 0 -114
9984 0 -120
9985 0 -124
9986 0 -125
9987 0 -130
9988 0 -132
9989 0 -131
9990 0 -133
9991 0 -131
9992 0 -128
9993 0 -128
9994 0 -123
9995 0 -118
9996 0 -116
9997 0 -111
9998 0 -106
9999 0 -105
10000 0 -101
10001 0 -98
10002 0 -99
10003 0 -98
10004 0 -99
10005 0 -102
10006 0 -104
10007 0 -108
10008 0 -112
10009 0 -115
10010 0 -119
10011 0 -124
10012 0 -126
10013 0 -129
10014 0 -132
10015 0 -132
10016 0 -132
10017 0 -131
10018 0 -129
10019 0 -127
10020 0 -123
10021 0 -119
10022 0 -115
10023 0 -111
10024 0 -107
10025 0 -104
10026 0 -101
10027 0 -99
10028 0 -98
10029 0 -98
10030 0 -100
10031 0 -101
10032 0 -104
10033 0 -109
10034 0 -111
10035 0 -115
10036 0 -120
10037 0 -123
10038 0 -126
10039 0 -130
10040 0 -131
10041 0 -132
10042 0 -133
10043 0 -130
10044 0 -129
10045 0 -128
10046 0 -122
10047 0 -119
10048 0 -116
10049 0 -110
10050 0 -107
10051 0 -105
10052 0 -100
10053 0 -99
10054 0 -99
10055 0 -97
10056 0 -100
10057 0 -102
10058 0 -103
10059 0 -109
10060 0 -112
10061 0 -114
10062 0 -120
10063 0 -124
10064 0 -125
10065 0 -130
10066 0 -132
10067 0 -131
10068 0 -133
10069 0 -131
10070 0 -128
10071 0 -128
10072 0 -123
10073 0 -118
10074 0 -116
10075 0 -111
10076 0 -106
10077 0 -105
10078 0 -101
10079 0 -98
10080 0 -99
10081 0 -98
10082 0 -99
10083 0 -102
10084 0 -104
10085 0 -108
10086 0 -112
10087 0 -115
10088 0 -119
10089 0 -124
10090 0 -126
10091 0 -129
10092 0 -132
10093 0 -132
10094 0 -132
10095 0 -131
10096 0 -129
10097 0 -127
10098 0 -123
10099 0 -119
10100 0 -115
10101 0 -111
10102 0 -107
10103 0 -104
10104 0 -101
10105 0 -99
10106 0 -98
10107 0 -98
10108 0 -100
10109 0 -101
10110 0 -104
10111 0 -109
10112 0 -111
10113 0 -115
10114 0 -120
10115 0 -123
10116 0 -126
10117 0 -130
10118 0 -131
10119 0 -132
10120 0 -133
10121 0 -130
10122 0 -129
10123 0 -128
10124 0 -122
10125 0 -119
10126 0 -116
10127 0 -110
10128 0 -107
10129 0 -105
10130 0 -100
10131 0 -99
10132 0 -99
10133 0 -97
10134 0 -100
10135 0 -102
10136 0 -103
10137 0 -109
10138 0 -112
10139 0 -114
10140 0 -120
10141 0 -124
10142 0 -125
10143 0 -130
10144 0 -132
10145 0 -131
10146 0 -133
10147 0 -131
10148 0 -128
10149 0 -128
10150 0 -123
10151 0 -118
10152 0 -116
10153 0 -111
10154 0 -106
10155 0 -105
10156 0 -101
10157 0 -98
10158 0 -99
10159 0 -98
10160 0 -99
10161 0 -102
10162 0 -104
10163 0 -108
10164 0 -112
10165 0 -115
10166 0 -119
10167 0 -124
10168 0 -126
10169 0 -129
10170 0 -132
10171 0 -132
10172 0 -132
10173 0 -131
10174 0 -129
10175 0 -127
10176 0 -123
10177 0 -119
10178 0 -115
10179 0 -111
10180 0 -107
10181 0 -104
10182 0 -101
10183 0 -99
10184 0 -98
10185 0 -98
10186 0 -100
10187 0 -101
10188 0 -104
10189 0 -109
10190 0 -111
10191 0 -115
10192 0 -120
10193 0 -123
10194 0 -126
10195 0 -130
10196 0 -131
10197 0 -132
10198 0 -133
10199 0 -130
10200 0 -129
10201 0 -128
10202 0 -122
10203 0 -119
10204 0 -116
10205 0 -110
10206 0 -107
10207 0 -105
10208 0 -100
10209 0 -99
10210 0 -99
10211 0 -97
10212 0 -100
10213 0 -102
10214 0 -103
10215 0 -109
10216 0 -112
10217 0 -114
10218 0 -120
10219 0 -124
10220 0 -125
10221 0 -130
10222 0 -132
10223 0 -131
10224 0 -133
10225 0 -131
10226 0 -128
10227 0 -128
10228 0 -123
10229 0 -118
10230 0 -116
10231 0 -111
10232 0 -106
10233 0 -105
10234 0 -101
10235 0 -98
10236 0 -99
10237 0 -98
10238 0 -99
10239 0 -102
10240 0 -104
10241 0 -108
10242 0 -112
10243 0 -115
10244 0 -119
10245 0 -124
10246 0 -126
10247 0 -129
10248 0 -132
10249 0 -132
10250 0 -132
10251 0 -131
10252 0 -129
10253 0 -127
10254 0 -123
10255 0 -119
10256 0 -115
10257 0 -111
10258 0 -107
10259 0 -104
10260 0 -101
10261 0 -99
10262 0 -98
10263 0 -98
10264 0 -100
10265 0 -101
10266 0 -104
10267 0 -109
10268 0 -111
10269 0 -115
10270 0 -120
10271 0 -123
10272 0 -126
10273 0 -130
10274 0 -131
10275 0 -132
10276 0 -133
10277 0 -130
10278 0 -129
10279 0 -128
10280 0 -122
10281 0 -119
10282 0 -116
10283 0 -110
10284 0 -107
10285 0 -105
10286 0 -100
10287 0 -99
10288 0 -99
10289 0 -97
10290 0 -100
10291 0 -102
10292 0 -103
10293 0 -109
10294 0 -112
10295 0 -114
10296 0 -120
10297 0 -124
10298 0 -125
10299 0 -130
10300 0 -132
10301 0 -131
10302 0 -133
10303 0 -131
10304 0 -128
10305 0 -128
10306 0 -123
10307 0 -118
10308 0 -116
10309 0 -111
10310 0 -106
10311 0 -105
10312 0 -101
10313 0 -98
10314 0 -99
10315 0 -98
10316 0 -99
10317 0 -102
10318 0 -104
10319 0 -108
10320 0 -112
10321 0 -115
10322 0 -119
10323 0 -124
10324 0 -126
10325 0 -129
10326 0 -132
10327 0 -132
10328 0 -132
10329 0 -131
10330 0 -129
10331 0 -127
10332 0 -123
10333 0 -119
10334 0 -115
10335 0 -111
10336 0 -107
10337 0 -104
10338 0 -101
10339 0 -99
10340 0 -98
10341 0 -98
10342 0 -100
10343 0 -101
10344 0 -104
10345 0 -109
10346 0 -111
10347 0 -115
10348 0 -120
10349 0 -123
10350 0 -126
10351 0 -130
10352 0 -131
10353 0 -132
10354 0 -133
10355 0 -130
10356 0 -129
10357 0 -128
10358 0 -122
10359 0 -119
10360 0 -116
10361 0 -110
10362 0 -107
10363 0 -105
10364 0 -100
10365 0 -99
10366 0 -99
10367 0 -97
10368 0 -100
10369 0 -102
10370 0 -103
10371 0 -109
10372 0 -112
10373 0 -114
10374 0 -120
10375 0 -124
10376 0 -125
10377 0 -130
10378 0 -132
10379 0 -131
10380 0 -133
10381 0 -131
10382 0 -128
10383 0 -128
10384 0 -123
10385 0 -118
10386 0 -116
10387 0 -111
10388 0 -106
10389 0 -105
10390 0 -101
10391 0 -98
10392 0 -99
10393 0 -98
10394 0 -99
10395 0 -102
10396 0 -104
10397 0 -108
10398 0 -112
10399 0 -115
10400 0 -119
10401 0 -124
10402 0 -126
10403 0 -129
10404 0 -132
10405 0 -132
10406 0 -132
10407 0 -131
10408 0 -129
10409 0 -127
10410 0 -123
10411 0 -119
10412 0 -115
10413 0 -111
10414 0 -107
10415 0 -104
10416 0 -101
10417 0 -99
10418 0 -98
10419 0 -98
10420 0 -100
10421 0 -101
10422 0 -104
10423 0 -109
10424 0 -111
10425 0 -115
10426 0 -120
10427 0 -123
10428 0 -126
10429 0 -130
10430 0 -131
10431 0 -132
10432 0 -133
10433 0 -130
10434 0 -129
10435 0 -128
10436 0 -122
10437 0 -119
10438 0 -116
10439 0 -110
10440 0 -107
10441 0 -105
10442 0 -100
10443 0 -99
10444 0 -99
10445 0 -97
10446 0 -100
10447 0 -102
10448 0 -103
10449 0 -109
10450 0 -112
10451 0 -114
10452 0 -120
10453 0 -124
10454 0 -125
10455 0 -130
10456 0 -132
10457 0 -131
10458 0 -133
10459 0 -131
10460 0 -128
10461 0 -128
10462 0 -123
10463 0 -118
10464 0 -116
10465 0 -111
10466 0 -106
10467 0 -105
10468 0 -101
10469 0 -98
10470 0 -99
10471 0 -98
10472 0 -99
10473 0 -102
10474 0 -104
10475 0 -108
10476 0 -112
10477 0 -115
10478 0 -119
10479 0 -124
10480 0 -126
10481 0 -129
10482 0 -132
10483 0 -132
10484 0 -132
10485 0 -131
10486 0 -129
10487 0 -127
10488 0 -123
10489 0 -119
10490 0 -115
10491 0 -111
10492 0 -107
10493 0 -104
10494 0 -101
10495 0 -99
10496 0 -98
10497 0 -98
10498 0 -100
10499 0 -101
10500 0 -104
10501 0 -109
10502 0 -111
10503 0 -115
10504 0 -120
10505 0 -123
10506 0 -126
10507 0 -130
10508 0 -131
10509 0 -132
10510 0 -133
10511 0 -130
10512 0 -129
10513 0 -128
10514 0 -122
10515 0 -119
10516 0 -116
10517 0 -110
10518 0 -107
10519 0 -105
10520 0 -100
10521 0 -99
10522 0 -99
10523 0 -97
10524 0 -100
10525 0 -102
10526 0 -103
10527 0 -109
10528 0 -112
10529 0 -114
10530 0 -120
10531 0 -124
10532 0 -125
10533 0 -130
10534 0 -132
10535 0 -131
10536 0 -133
10537 0 -131
10538 0 -128
10539 0 -128
10540 0 -123
10541 0 -118
10542 0 -116
10543 0 -111
10544 0 -106
10545 0 -105
10546 0 -101
10547 0 -98
10548 0 -99
10549 0 -98
10550 0 -99
10551 0 -102
10552 0 -104
10553 0 -108
10554 0 -112
10555 0 -115
10556 0 -119
10557 0 -124
10558 0 -126
10559 0 -129
10560 0 -132
10561 0 -132
10562 0 -132
10563 0 -131
10564 0 -129
10565 0 -127
10566 0 -123
10567 0 -119
10568 0 -115
10569 0 -111
10570 0 -107
10571 0 -104
10572 0 -101
10573 0 -99
10574 0 -98
10575 0 -98
10576 0 -100
10577 0 -101
10578 0 -104
10579 0 -109
10580 0 -111
10581 0 -115
10582 0 -120
10583 0 -123
10584 0 -126
10585 0 -130
10586 0 -131
10587 0 -132
10588 0 -133
10589 0 -130
10590 0 -129
10591 0 -128
10592 0 -122
10593 0 -119
10594 0 -116
10595 0 -110
10596 0 -107
10597 0 -105
10598 0 -100
10599 0 -99
10600 0 -99
10601 0 -97
10602 0 -100
10603 0 -102
10604 0 -103
10605 0 -109
10606 0 -112
10607 0 -114
10608 0 -120
10609 0 -124
10610 0 -125
10611 0 -130
10612 0 -132
10613 0 -131
10614 0 -133
10615 0 -131
10616 0 -128
10617 0 -128
10618 0 -123
10619 0 -118
10620 0 -116
10621 0 -111
10622 0 -106
10623 0 -105
10624 0 -101
10625 0 -98
10626 0 -99
10627 0 -98
10628 0 -99
10629 0 -102
10630 0 -104
10631 0 -108
10632 0 -112
10633 0 -115
10634 0 -119
10635 0 -124
10636 0 -126
10637 0 -129
10638 0 -132
10639 0 -132
10640 0 -132
10641 0 -131
10642 0 -129
10643 0 -127
10644 0 -123
10645 0 -119
10646 0 -115
10647 0 -111
10648 0 -107
10649 0 -104
10650 0 -101
10651 0 -99
10652 0 -98
10653 0 -98
10654 0 -100
10655 0 -101
10656 0 -104
10657 0 -109
10658 0 -111
10659 0 -115
10660 0 -120
10661 0 -123
10662 0 -126
10663 0 -130
10664 0 -131
10665 0 -132
10666 0 -133
10667 0 -130
10668 0 -129
10669 0 -128
10670 0 -122
10671 0 -119
10672 0 -116
10673 0 -110
10674 0 -107
10675 0 -105
10676 0 -100
10677 0 -99
10678 0 -99
10679 0 -97
10680 0 -100
10681 0 -102
10682 0 -103
10683 0 -109
10684 0 -112
10685 0 -114
10686 0 -120
10687 0 -124
10688 0 -125
10689 0 -130
10690 0 -132
10691 0 -131
10692 0 -133
10693 0 -131
10694 0 -128
10695 0 -128
10696 0 -123
10697 0 -118
10698 0 -116
10699 0 -111
10700 0 -106
10701 0 -105
10702 0 -101
10703 0 -98
10704 0 -99
10705 0 -98
10706 0 -99
10707 0 -102
10708 0 -104
10709 0 -108
10710 0 -112
10711 0 -115
10712 0 -119
10713 0 -124
10714 0 -126
10715 0 -129
10716 0 -132
10717 0 -132
10718 0 -132
10719 0 -131
10720 0 -129
10721 0 -127
10722 0 -123
10723 0 -119
10724 0 -115
10725 0 -111
10726 0 -107
10727 0 -104
10728 0 -101
10729 0 -99
10730 0 -98
10731 0 -98
10732 0 -100
10733 0 -101
10734 0 -104
10735 0 -109
10736 0 -111
10737 0 -115
10738 0 -120
10739 0 -123
10740 0 -126
10741 0 -130
10742 0 -131
10743 0 -132
10744 0 -133
10745 0 -130
10746 0 -129
10747 0 -128
10748 0 -122
10749 0 -119
10750 0 -116
10751 0 -110
10752 0 -107
10753 0 -105
10754 0 -100
10755 0 -99
10756 0 -99
10757 0 -97
10758 0 -100
10759 0 -102
10760 0 -103
10761 0 -109
10762 0 -112
10763 0 -114
10764 0 -120
10765 0 -124
10766 0 -125
10767 0 -130
10768 0 -132
10769 0 -131
10770 0 -133
10771 0 -131
10772 0 -128
10773 0 -128
10774 0 -123
10775 0 -118
10776 0 -116
10777 0 -111
10778 0 -106
10779 0 -105
10780 0 -101
10781 0 -98
10782 0 -99
10783 0 -98
10784 0 -99
10785 0 -102
10786 0 -104
10787 0 -108
10788 0 -112
10789 0 -115
10790 0 -119
10791 0 -124
10792 0 -126
10793 0 -129
10794 0 -132
10795 0 -132
10796 0 -132
10797 0 -131
10798 0 -129
10799 0 -127
10800 0 -123
10801 0 -119
10802 0 -115
10803 0 -111
10804 0 -107
10805 0 -104
10806 0 -101
10807 0 -99
10808 0 -98
10809 0 -98
10810 0 -100
10811 0 -101
10812 0 -104
10813 0 -109
10814 0 -111
10815 0 -115
10816 0 -120
10817 0 -123
10818 0 -126
10819 0 -130
10820 0 -131
10821 0 -132
10822 0 -133
10823 0 -130
10824 0 -129
10825 0 -128
10826 0 -122
10827 0 -119
10828 0 -116
10829 0 -110
10830 0 -107
10831 0 -105
10832 0 -100
10833 0 -99
10834 0 -99
10835 0 -97
10836 0 -100
10837 0 -102
10838 0 -103
10839 0 -109
10840 0 -112
10841 0 -114
10842 0 -120
10843 0 -124
10844 0 -125
10845 0 -130
10846 0 -132
10847 0 -131
10848 0 -133
10849 0 -131
10850 0 -128
10851 0 -128
10852 0 -123
10853 0 -118
10854 0 -116
10855 0 -111
10856 0 -106
10857 0 -105
10858 0 -101
10859 0 -98
10860 0 -99
10861 0 -98
10862 0 -99
10863 0 -102
10864 0 -104
10865 0 -108
10866 0 -112
10867 0 -115
10868 0 -119
10869 0 -124
10870 0 -126
10871 0 -129
10872 0 -132
10873 0 -132
10874 0 -132
10875 0 -131
10876 0 -129
10877 0 -127
10878 0 -123
10879 0 -119
10880 0 -115
10881 0 -111
10882 0 -107
10883 0 -104
10884 0 -101
10885 0 -99
10886 0 -98
10887 0 -98
10888 0 -100
10889 0 -101
10890 0 -104
10891 0 -109
10892 0 -111
10893 0 -115
10894 0 -120
10895 0 -123
10896 0 -126
10897 0 -130
10898 0 -131
10899 0 -132
10900 0 -133
10901 0 -130
10902 0 -129
10903 0 -128
10904 0 -122
10905 0 -119
10906 0 -116
10907 0 -110
10908 0 -107
10909 0 -105
10910 0 -100
10911 0 -99
10912 0 -99
10913 0 -97
10914 0 -100
10915 0 -102
10916 0 -103
10917 0 -109
10918 0 -112
10919 0 -114
10920 0 -120
10921 0 -124
10922 0 -125
10923 0 -130
10924 0 -132
10925 0 -131
10926 0 -133
10927 0 -131
10928 0 -128
10929 0 -128
10930 0 -123
10931 0 -118
10932 0 -116
10933 0 -111
10934 0 -106
10935 0 -105
10936 0 -101
10937 0 -98
10938 0 -99
10939 0 -98
10940 0 -99
10941 0 -102
10942 0 -104
10943 0 -108
10944 0 -112
10945 0 -115
10946 0 -119
10947 0 -124
10948 0 -126
10949 0 -129
10950 0 -132
10951 0 -132
10952 0 -132
10953 0 -131
10954 0 -129
10955 0 -127
10956 0 -123
10957 0 -119
10958 0 -115
10959 0 -111
10960 0 -107
10961 0 -104
10962 0 -101
10963 0 -99
10964 0 -98
10965 0 -98
10966 0 -100
10967 0 -101
10968 0 -104
10969 0 -109
10970 0 -111
10971 0 -115
10972 0 -120
10973 0 -123
10974 0 -126
10975 0 -130
10976 0 -131
10977 0 -132
10978 0 -133
10979 0 -130
10980 0 -129
10981 0 -128
10982 0 -122
10983 0 -119
10984 0 -116
10985 0 -110
10986 0 -107
10987 0 -105
10988 0 -100
10989 0 -99
10990 0 -99
10991 0 -97
10992 0 -100
10993 0 -102
10994 0 -103
10995 0 -109
10996 0 -112
10997 0 -114
10998 0 -120
10999 0 -124
11000 0 -125
11001 0 -130
11002 0 -132
11003 0 -131
11004 0 -133
11005 0 -131
11006 0 -128
11007 0 -128
11008 0 -123
11009 0 -118
11010 0 -116
11011 0 -111
11012 0 -106
11013 0 -105
11014 0 -101
11015 0 -98
11016 0 -99
11017 0 -98
11018 0 -99
11019 0 -102
11020 0 -104
11021 0 -108
11022 0 -112
11023 0 -115
11024 0 -119
11025 0 -124
11026 0 -126
11027 0 -129
11028 0 -132
11029 0 -132
11030 0 -132
11031 0 -131
11032 0 -129
11033 0 -127
11034 0 -123
11035 0 -119
11036 0 -115
11037 0 -111
11038 0 -107
11039 0 -104
11040 0 -101
11041 0 -99
11042 0 -98
11043 0 -98
11044 0 -100
11045 0 -101
11046 0 -104
11047 0 -109
11048 0 -111
11049 0 -115
11050 0 -120
11051 0 -123
11052 0 -126
11053 0 -130
11054 0 -131
11055 0 -132
11056 0 -133
11057 0 -130
11058 0 -129
11059 0 -128
11060 0 -122
11061 0 -119
11062 0 -116
11063 0 -110
11064 0 -107
11065 0 -105
11066 0 -100
11067 0 -99
11068 0 -99
11069 0 -97
11070 0 -100
11071 0 -102
11072 0 -103
11073 0 -109
11074 0 -112
11075 0 -114
11076 0 -120
11077 0 -124
11078 0 -125
11079 0 -130
11080 0 -132
11081 0 -131
11082 0 -133
11083 0 -131
11084 0 -128
11085 0 -128
11086 0 -123
11087 0 -118
11088 0 -116
11089 0 -111
11090 0 -106
11091 0 -105
11092 0 -101
11093 0 -98
11094 0 -99
11095 0 -98
11096 0 -99
11097 0 -102
11098 0 -104
11099 0 -108
11100 0 -112
11101 0 -115
11102 0 -119
11103 0 -124
11104 0 -126
11105 0 -129
11106 0 -132
11107 0 -132
11108 0 -132
11109 0 -131
11110 0 -129
11111 0 -127
11112 0 -123
11113 0 -119
11114 0 -115
11115 0 -111
11116 0 -107
11117 0 -104
11118 0 -101
11119 0 -99
11120 0 -98
11121 0 -98
11122 0 -100
11123 0 -101
11124 0 -104
11125 0 -109
11126 0 -111
11127 0 -115
11128 0 -120
11129 0 -123
11130 0 -126
11131 0 -130
11132 0 -131
11133 0 -132
11134 0 -133
11135 0 -130
11136 0 -129
11137 0 -128
11138 0 -122
11139 0 -119
11140 0 -116
11141 0 -110
11142 0 -107
11143 0 -105
11144 0 -100
11145 0 -99
11146 0 -99
11147 0 -97
11148 0 -100
11149 0 -102
11150 0 -103
11151 0 -109
11152 0 -112
11153 0 -114
11154 0 -120
11155 0 -124
11156 0 -125
11157 0 -130
11158 0 -132
11159 0 -131
11160 0 -133
11161 0 -131
11162 0 -128
11163 0 -128
11164 0 -123
11165 0 -118
11166 0 -116
11167 0 -111
11168 0 -106
11169 0 -105
11170 0 -101
11171 0 -98
11172 0 -99
11173 0 -98
11174 0 -99
11175 0 -102
11176 0 -104
11177 0 -108
11178 0 -112
11179 0 -115
11180 0 -119
11181 0 -124
11182 0 -126
11183 0 -129
11184 0 -132
11185 0 -132
11186 0 -132
11187 0 -131
11188 0 -129
11189 0 -127
11190 0 -123
11191 0 -119
11192 0 -115
11193 0 -111
11194 0 -107
11195 0 -104
11196 0 -101
11197 0 -99
11198 0 -98
11199 0 -98
11200 0 -100
11201 0 -101
11202 0 -104
11203 0 -109
11204 0 -111
11205 0 -115
11206 0 -120
11207 0 -123
11208 0 -126
11209 0 -130
11210 0 -131
11211 0 -132
11212 0 -133
11213 0 -130
11214 0 -129
11215 0 -128
11216 0 -122
11217 0 -119
11218 0 -116
11219 0 -110
11220 0 -107
11221 0 -105
11222 0 -100
11223 0 -99
11224 0 -99
11225 0 -97
11226 0 -100
11227 0 -102
11228 0 -103
11229 0 -109
11230 0 -112
11231 0 -114
11232 0 -120
11233 0 -124
11234 0 -125
11235 0 -130
11236 0 -132
11237 0 -131
11238 0 -133
11239 0 -131
11240 0 -128
11241 0 -128
11242 0 -123
11243 0 -118
11244 0 -116
11245 0 -111
11246 0 -106
11247 0 -105
11248 0 -101
11249 0 -98
11250 0 -99
11251 0 -98
11252 0 -99
11253 0 -102
11254 0 -104
11255 0 -108
11256 0 -112
11257 0 -115
11258 0 -119
11259 0 -124
11260 0 -126
11261 0 -129
11262 0 -132
11263 0 -132
11264 0 -132
11265 0 -131
11266 0 -129
11267 0 -127
11268 0 -123
11269 0 -119
11270 0 -115
11271 0 -111
11272 0 -107
11273 0 -104
11274 0 -101
11275 0 -99
11276 0 -98
11277 0 -98
11278 0 -100
11279 0 -101
11280 0 -104
11281 0 -109
11282 0 -111
11283 0 -115
11284 0 -120
11285 0 -123
11286 0 -126
11287 0 -130
11288 0 -131
11289 0 -132
11290 0 -133
11291 0 -130
11292 0 -129
11293 0 -128
11294 0 -122
11295 0 -119
11296 0 -116
11297 0 -110
11298 0 -107
11299 0 -105
11300 0 -100
11301 0 -99
11302 0 -99
11303 0 -97
11304 0 -100
11305 0 -102
11306 0 -103
11307 0 -109
11308 0 -112
11309 0 -114
11310 0 -120
11311 0 -124
11312 0 -125
11313 0 -130
11314 0 -132
11315 0 -131
11316 0 -133
11317 0 -131
11318 0 -128
11319 0 -128
11320 0 -123
11321 0 -118
11322 0 -116
11323 0 -111
11324 0 -106
11325 0 -105
11326 0 -101
11327 0 -98
11328 0 -99
11329 0 -98
11330 0 -99
11331 0 -102
11332 0 -104
11333 0 -108
11334 0 -112
11335 0 -115
11336 0 -119
11337 0 -124
11338 0 -126
11339 0 -129
11340 0 -132
11341 0 -132
11342 0 -132
11343 0 -131
11344 0 -129
11345 0 -127
11346 0 -123
11347 0 -119
11348 0 -115
11349 0 -111
11350 0 -107
11351 0 -104
11352 0 -101
11353 0 -99
11354 0 -98
11355 0 -98
11356 0 -100
11357 0 -101
11358 0 -104
11359 0 -109
11360 0 -111
11361 0 -115
11362 0 -120
11363 0 -123
11364 0 -126
11365 0 -130
11366 0 -131
11367 0 -132
11368 0 -133
11369 0 -130
11370 0 -129
11371 0 -128
11372 0 -122
11373 0 -119
11374 0 -116
11375 0 -110
11376 0 -107
11377 0 -105
11378 0 -100
11379 0 -99
11380 0 -99
11381 0 -97
11382 0 -100
11383 0 -102
11384 0 -103
11385 0 -109
11386 0 -112
11387 0 -114
11388 0 -120
11389 0 -124
11390 0 -125
11391 0 -130
11392 0 -132
11393 0 -131
11394 0 -133
11395 0 -131
11396 0 -128
11397 0 -128
11398 0 -123
11399 0 -118
11400 0 -116
11401 0 -111
11402 0 -106
11403 0 -105
11404 0 -101
11405 0 -98
11406 0 -99
11407 0 -98
11408 0 -99
11409 0 -102
11410 0 -104
11411 0 -108
11412 0 -112
11413 0 -115
11414 0 -119
11415 0 -124
11416 0 -126
11417 0 -129
11418 0 -132
11419 0 -132
11420 0 -132
11421 0 -131
11422 0 -129
11423 0 -127
11424 0 -123
11425 0 -119
11426 0 -115
11427 0 -111
11428 0 -107
11429 0 -104
11430 0 -101
11431 0 -99
11432 0 -98
11433 0 -98
11434 0 -100
11435 0 -101
11436 0 -104
11437 0 -109
11438 0 -111
11439 0 -115
11440 0 -120
11441 0 -123
11442 0 -126
11443 0 -130
11444 0 -131
11445 0 -132
11446 0 -133
11447 0 -130
11448 0 -129
11449 0 -128
11450 0 -122
11451 0 -119
11452 0 -116
11453 0 -110
11454 0 -107
11455 0 -105
11456 0 -100
11457 0 -99
11458 0 -99
11459 0 -97
11460 0 -100
11461 0 -102
11462 0 -103
11463 0 -109
11464 0 -112
11465 0 -114
11466 0 -120
11467 0 -124
11468 0 -125
11469 0 -130
11470 0 -132
11471 0 -131
11472 0 -133
11473 0 -131
11474 0 -128
11475 0 -128
11476 0 -123
11477 0 -118
11478 0 -116
11479 0 -111
11480 0 -106
11481 0 -105
11482 0 -101
11483 0 -98
11484 0 -99
11485 0 -98
11486 0 -99
11487 0 -102
11488 0 -104
11489 0 -108
11490 0 -112
11491 0 -115
11492 0 -119
11493 0 -124
11494 0 -126
11495 0 -129
11496 0 -132
11497 0 -132
11498 0 -132
11499 0 -131
11500 0 -129
11501 0 -127
11502 0 -123
11503 0 -119
11504 0 -115
11505 0 -111
11506 0 -107
11507 0 -104
11508 0 -101
11509 0 -99
11510 0 -98
11511 0 -98
11512 0 -100
11513 0 -101
11514 0 -104
11515 0 -109
11516 0 -111
11517 0 -115
11518 0 -120
11519 0 -123
11520 0 -126
11521 0 -130
11522 0 -131
11523 0 -132
11524 0 -133
11525 0 -130
11526 0 -129
11527 0 -128
11528 0 -122
11529 0 -119
11530 0 -116
11531 0 -110
11532 0 -107
11533 0 -105
11534 0 -100
11535 0 -99
11536 0 -99
11537 0 -97
11538 0 -100
11539 0 -102
11540 0 -103
11541 0 -109
11542 0 -112
11543 0 -114
11544 0 -120
11545 0 -124
11546 0 -125
11547 0 -130
11548 0 -132
11549 0 -131
11550 0 -133
11551 0 -131
11552 0 -128
11553 0 -128
11554 0 -123
11555 0 -118
11556 0 -116
11557 0 -111
11558 0 -106
11559 0 -105
11560 0 -101
11561 0 -98
11562 0 -99
11563 0 -98
11564 0 -99
11565 0 -102
11566 0 -104
11567 0 -108
11568 0 -112
11569 0 -115
11570 0 -119
11571 0 -124
11572 0 -126
11573 0 -129
11574 0 -132
11575 0 -132
11576 0 -132
11577 0 -131
11578 0 -129
11579 0 -127
11580 0 -123
11581 0 -119
11582 0 -115
11583 0 -111
11584 0 -107
11585 0 -104
11586 0 -101
11587 0 -99
11588 0 -98
11589 0 -98
11590 0 -100
11591 0 -101
11592 0 -104
11593 0 -109
11594 0 -111
11595 0 -115
11596 0 -120
11597 0 -123
11598 0 -126
11599 0 -130
11600 0 -131
11601 0 -132
11602 0 -133
11603 0 -130
11604 0 -129
